product_id_values,avg_review,main_categories,total_quantity_sold,Revenue_2016,Revenue_2017,Revenue_2018,product_lifecycle,sellers_inolved,transaction_value,total_customers_bought
P23742,4,"Construction tools ,arts & Others",1,0,0,10,only one year,1,24.1,1
P19882,5,"Construction tools ,arts & Others",1,0,9.99,0,only one year,1,20.95,1
P32945,1,NULL,1,0,18,0,only one year,1,21.07,1
P10932,1,Home & Furniture,1,0,19.9,0,only one year,1,21.22,1
P01296,5,Fashion & Accessories,1,0,0,19.9,only one year,1,21.24,1
P04281,5,Home & Furniture,1,0,0,13.5,only one year,1,21.28,1
P04302,4,"Sports, Toys & Leisure",1,0,0,12.99,only one year,1,21.28,1
P21323,5,"Construction tools ,arts & Others",1,0,0,8.8,only one year,1,21.59,1
P13209,5,Home & Furniture,1,0,12.99,0,only one year,1,21.71,1
P11917,5,"Sports, Toys & Leisure",1,0,13.99,0,only one year,1,21.77,1
P04431,5,Home & Furniture,1,0,0,12.9,only one year,1,21.78,1
P20569,5,Electronics & Technology,1,0,0,10,only one year,1,21.86,1
P20531,5,Home & Furniture,1,0,0,14.22,only one year,1,22,1
P19657,5,Fashion & Accessories,1,0,14.49,0,only one year,1,22.04,1
P19419,1,"Construction tools ,arts & Others",1,0,15,0,only one year,1,22.11,1
P27227,4,Fashion & Accessories,1,0,9.8,0,only one year,1,22.15,1
P17319,4,Home & Furniture,1,0,0,14.9,only one year,1,22.29,1
P11968,1,Home & Furniture,1,0,0,12.99,only one year,1,22.33,1
P24397,3,"Sports, Toys & Leisure",1,0,0,14.95,only one year,1,22.34,1
P17258,1,Home & Furniture,1,0,0,14.99,only one year,1,22.38,1
P23378,5,Electronics & Technology,1,0,7.9,0,only one year,1,22.42,1
P22364,3,"Sports, Toys & Leisure",1,0,7.48,0,only one year,1,22.58,1
P18882,5,"Construction tools ,arts & Others",1,0,0,15.27,only one year,1,22.66,1
P18744,5,Home & Furniture,1,0,0,7.63,only one year,1,22.74,1
P31753,5,Home & Furniture,1,0,0,9.99,only one year,1,22.74,1
P05438,1,Home & Furniture,1,0,10.9,0,only one year,1,22.75,1
P18911,5,"Sports, Toys & Leisure",1,0,14.99,0,only one year,1,22.77,1
P23714,1,"Construction tools ,arts & Others",1,0,14.01,0,only one year,1,22.87,1
P13037,1,Home & Furniture,1,0,0,13.9,only one year,1,22.9,1
P07917,3,Beauty & Personal Care,1,0,0,14.99,only one year,1,22.93,1
P12104,2,Electronics & Technology,1,0,19.9,0,only one year,1,23.01,1
P27295,5,"Construction tools ,arts & Others",1,0,14.9,0,only one year,1,23.01,1
P24158,5,"Sports, Toys & Leisure",1,0,8.1,0,only one year,1,23.2,1
P09383,5,NULL,1,0,13.9,0,only one year,1,23.24,1
P27280,5,"Sports, Toys & Leisure",1,0,0,14.95,only one year,1,23.24,1
P08453,5,"Sports, Toys & Leisure",1,0,0,15,only one year,1,23.27,1
P17569,5,Beauty & Personal Care,1,0,0,15.9,only one year,1,23.29,1
P00021,5,Home & Furniture,1,0,0,16,only one year,1,23.39,1
P07406,5,"Construction tools ,arts & Others",1,0,8.9,0,only one year,1,23.42,1
P17277,5,"Construction tools ,arts & Others",1,0,0,14.58,only one year,1,23.46,1
P11009,1,"Construction tools ,arts & Others",1,0,0,9.8,only one year,1,23.48,1
P04819,3,"Sports, Toys & Leisure",1,0,14.33,0,only one year,1,23.6,1
P13124,5,Beauty & Personal Care,1,0,6.25,0,only one year,1,23.6,1
P06175,5,Electronics & Technology,1,0,14.9,0,only one year,1,23.62,1
P12036,3,Electronics & Technology,1,0,15.9,0,only one year,1,23.68,1
P04362,1,"Sports, Toys & Leisure",1,0,15,0,only one year,1,23.72,1
P32531,5,"Construction tools ,arts & Others",1,0,0,14.9,only one year,1,23.72,1
P17674,5,"Sports, Toys & Leisure",1,0,0,15.49,only one year,1,23.78,1
P12903,4,Home & Furniture,1,0,0,15.5,only one year,1,23.79,1
P23612,5,"Sports, Toys & Leisure",1,0,0,16.5,only one year,1,23.89,1
P32696,5,Electronics & Technology,1,0,14.9,0,only one year,1,23.9,1
P13248,5,"Sports, Toys & Leisure",1,0,8.99,0,only one year,1,24.09,1
P24373,5,Electronics & Technology,1,0,0,8.99,only one year,1,24.09,1
P30321,1,Beauty & Personal Care,1,0,0,14,only one year,1,22.88,1
P08319,4,Home & Furniture,1,0,8.5,0,only one year,1,23.02,1
P18414,4,"Construction tools ,arts & Others",1,0,9.2,0,only one year,1,23.3,1
P02024,5,Beauty & Personal Care,1,0,0,19.99,only one year,1,23.32,1
P15266,5,Beauty & Personal Care,1,0,0,19.99,only one year,1,23.32,1
P09934,2,Home & Furniture,1,0,9.99,0,only one year,1,23.36,1
P09315,5,Beauty & Personal Care,1,0,0,15.99,only one year,1,23.38,1
P11282,5,"Construction tools ,arts & Others",1,0,0,15.99,only one year,1,23.38,1
P10663,5,"Construction tools ,arts & Others",1,0,0,8.33,only one year,1,23.43,1
P07715,3,Electronics & Technology,1,0,8.97,0,only one year,1,23.49,1
P03739,5,"Construction tools ,arts & Others",1,0,0,10.22,only one year,1,23.69,1
P05573,5,"Construction tools ,arts & Others",1,0,7.9,0,only one year,1,23.69,1
P05600,4,"Construction tools ,arts & Others",1,0,0,15,only one year,1,23.72,1
P21751,4,Home & Furniture,1,0,0,14.49,only one year,1,23.73,1
P08365,5,Beauty & Personal Care,1,0,0,8.6,only one year,1,23.83,1
P18334,5,Beauty & Personal Care,1,0,0,16.5,only one year,1,23.89,1
P32449,5,Fashion & Accessories,1,0,12.99,0,only one year,1,23.95,1
P13453,1,"Construction tools ,arts & Others",1,0,0,11.27,only one year,1,24.06,1
P09675,4,Electronics & Technology,1,0,9.99,0,only one year,1,24.09,1
P16040,2,"Construction tools ,arts & Others",1,0,0,8.89,only one year,1,24.12,1
P30738,5,Home & Furniture,1,0,0,14.9,only one year,1,24.12,1
P30947,5,Home & Furniture,1,0,15.9,0,only one year,1,24.17,1
P14508,4,"Sports, Toys & Leisure",1,0,0,15.9,only one year,1,24.19,1
P12083,1,Home & Furniture,1,0,0,20.9,only one year,1,24.2,1
P03680,4,Home & Furniture,1,0,0,5.99,only one year,1,24.22,1
P06800,5,Electronics & Technology,1,0,0,9,only one year,1,24.23,1
P03801,5,"Sports, Toys & Leisure",1,0,0,16.9,only one year,1,24.29,1
P23043,5,Beauty & Personal Care,1,0,0,16.9,only one year,1,24.29,1
P23975,5,"Sports, Toys & Leisure",1,0,0,15,only one year,1,24.34,1
P21131,5,Electronics & Technology,1,0,0,16.97,only one year,1,24.36,1
P11162,4,Electronics & Technology,1,0,0,16.99,only one year,1,24.38,1
P09280,1,Home & Furniture,1,0,9.9,0,only one year,1,24.42,1
P11952,4,Beauty & Personal Care,1,0,9.9,0,only one year,1,24.42,1
P11999,5,"Construction tools ,arts & Others",1,10,0,0,only one year,1,24.52,1
P07494,5,Electronics & Technology,1,0,7.9,0,only one year,1,24.69,1
P13557,5,"Sports, Toys & Leisure",1,0,0,11.9,only one year,1,24.69,1
P12878,5,Beauty & Personal Care,1,0,0,15.9,only one year,1,24.72,1
P18172,5,"Construction tools ,arts & Others",1,0,16,0,only one year,1,24.72,1
P02633,4,"Sports, Toys & Leisure",1,0,10.3,0,only one year,1,24.82,1
P21513,5,Beauty & Personal Care,1,0,0,9.6,only one year,1,24.83,1
P03095,5,"Sports, Toys & Leisure",1,0,12.99,0,only one year,1,24.84,1
P27802,5,Home & Furniture,1,0,13.9,0,only one year,1,24.86,1
P29389,5,Home & Furniture,1,0,7.3,0,only one year,1,24.9,1
P20203,5,Home & Furniture,1,0,0,12.25,only one year,1,25.04,1
P25675,5,"Construction tools ,arts & Others",1,0,0,7.99,only one year,1,25.05,1
P13108,4,"Construction tools ,arts & Others",1,0,10,0,only one year,1,25.1,1
P15840,5,"Sports, Toys & Leisure",1,0,9.99,0,only one year,1,25.1,1
P05389,5,Beauty & Personal Care,1,0,0,9.9,only one year,1,25.13,1
P15899,5,Home & Furniture,1,0,0,6.9,only one year,1,25.13,1
P13927,4,Home & Furniture,1,0,17.37,0,only one year,1,25.15,1
P30353,5,"Construction tools ,arts & Others",1,0,0,10,only one year,1,25.23,1
P20605,3,"Sports, Toys & Leisure",1,0,0,12.52,only one year,1,25.31,1
P23388,5,"Sports, Toys & Leisure",1,0,0,18,only one year,1,25.39,1
P05236,3,Home & Furniture,1,0,14.5,0,only one year,1,25.46,1
P22633,2,Home & Furniture,1,0,0,11.99,only one year,1,25.46,1
P06169,1,Electronics & Technology,1,0,9.9,0,only one year,1,25.55,1
P08969,5,Fashion & Accessories,1,0,17.9,0,only one year,1,25.68,1
P09437,5,Home & Furniture,1,0,0,18,only one year,1,25.69,1
P12932,5,Home & Furniture,1,0,15.18,0,only one year,1,25.71,1
P27076,5,Home & Furniture,1,0,9.6,0,only one year,1,25.71,1
P20645,3,Home & Furniture,1,0,0,16.8,only one year,1,25.72,1
P22728,5,Electronics & Technology,1,0,13.9,0,only one year,1,25.75,1
P03061,2,Beauty & Personal Care,1,0,0,12.99,only one year,1,25.78,1
P14578,2,Beauty & Personal Care,1,0,0,12.99,only one year,1,25.78,1
P21543,4,Home & Furniture,1,0,0,16.9,only one year,1,25.78,1
P32090,5,"Construction tools ,arts & Others",1,0,0,9,only one year,1,25.79,1
P32871,4,NULL,1,0,9,0,only one year,1,25.79,1
P20766,1,Electronics & Technology,1,15,0,0,only one year,1,25.96,1
P27603,5,"Sports, Toys & Leisure",1,0,0,18,only one year,1,26.11,1
P30757,1,"Construction tools ,arts & Others",1,0,0,6.8,only one year,1,26.12,1
P10924,5,Electronics & Technology,1,0,8.5,0,only one year,1,26.13,1
P24259,2,Home & Furniture,1,0,0,10.9,only one year,1,26.13,1
P14251,5,"Construction tools ,arts & Others",1,0,0,17.9,only one year,1,26.19,1
P24444,3,Beauty & Personal Care,1,0,0,13.4,only one year,1,26.19,1
P28035,5,Home & Furniture,1,0,0,17.37,only one year,1,26.25,1
P03502,5,Fashion & Accessories,1,0,0,18,only one year,1,26.29,1
P28643,5,Electronics & Technology,1,0,0,18.9,only one year,1,26.29,1
P05231,1,"Construction tools ,arts & Others",1,0,0,19,only one year,1,26.39,1
P07894,3,"Construction tools ,arts & Others",1,0,0,19,only one year,1,26.39,1
P32830,4,Electronics & Technology,1,0,0,19,only one year,1,26.39,1
P22101,5,"Sports, Toys & Leisure",1,0,11.35,0,only one year,1,26.45,1
P17876,5,"Sports, Toys & Leisure",1,0,18.99,0,only one year,1,26.54,1
P02140,4,Home & Furniture,1,0,0,11.6,only one year,1,26.7,1
P03976,5,"Construction tools ,arts & Others",1,0,19,0,only one year,1,26.78,1
P05214,5,Beauty & Personal Care,1,0,0,17.9,only one year,1,26.78,1
P21613,5,Home & Furniture,1,0,0,17.9,only one year,1,26.78,1
P19904,4,Home & Furniture,1,0,9.99,0,only one year,1,26.8,1
P12562,4,Home & Furniture,1,0,17.97,0,only one year,1,26.87,1
P24583,4,"Construction tools ,arts & Others",1,0,0,19,only one year,1,26.87,1
P08356,1,"Construction tools ,arts & Others",1,0,19,0,only one year,1,26.9,1
P11820,2,Beauty & Personal Care,1,0,17.9,0,only one year,1,26.99,1
P01500,5,NULL,1,0,15.9,0,only one year,1,27.01,1
P19282,5,Beauty & Personal Care,1,0,18.9,0,only one year,1,27.01,1
P10793,5,Fashion & Accessories,1,0,0,12.99,only one year,1,27.09,1
P20707,5,Electronics & Technology,1,0,12,0,only one year,1,27.1,1
P32839,5,Beauty & Personal Care,1,0,0,8.9,only one year,1,27.13,1
P07636,5,"Construction tools ,arts & Others",1,0,0,19.8,only one year,1,27.2,1
P20448,5,Home & Furniture,1,0,0,8.99,only one year,1,27.22,1
P30332,5,"Sports, Toys & Leisure",1,0,0,8.99,only one year,1,27.22,1
P23660,5,Electronics & Technology,1,0,0,19.9,only one year,1,27.29,1
P05687,4,Electronics & Technology,1,0,0,19.9,only one year,1,27.3,1
P24611,3,Home & Furniture,1,0,0,19.9,only one year,1,27.3,1
P20541,5,"Sports, Toys & Leisure",1,0,0,19.95,only one year,1,27.35,1
P30273,5,Electronics & Technology,1,0,14.99,0,only one year,1,22.77,1
P12995,5,"Sports, Toys & Leisure",1,0,5.99,0,only one year,1,22.78,1
P28275,5,Home & Furniture,1,0,0,13.9,only one year,1,22.78,1
P29822,5,Home & Furniture,1,0,0,15,only one year,1,22.78,1
P30541,4,Electronics & Technology,1,0,0,9.99,only one year,1,22.78,1
P09420,2,"Construction tools ,arts & Others",1,0,0,10,only one year,1,22.79,1
P27357,4,Electronics & Technology,1,0,0,14.9,only one year,1,23.19,1
P02653,5,Electronics & Technology,1,0,0,15.9,only one year,1,23.29,1
P05077,5,"Construction tools ,arts & Others",1,0,0,15.9,only one year,1,23.29,1
P08308,5,"Construction tools ,arts & Others",1,0,0,9.88,only one year,1,23.35,1
P15976,1,Electronics & Technology,1,0,0,19.9,only one year,1,23.35,1
P31358,4,Home & Furniture,1,0,12.99,0,only one year,1,23.36,1
P18306,4,"Construction tools ,arts & Others",1,0,0,10.99,only one year,1,23.78,1
P20554,3,Home & Furniture,1,0,0,10.5,only one year,1,23.98,1
P32575,5,Electronics & Technology,1,0,9.9,0,only one year,1,24,1
P27636,4,Beauty & Personal Care,1,0,11.56,0,only one year,1,24.04,1
P14803,3,Home & Furniture,1,0,0,5.85,only one year,1,24.08,1
P20542,5,"Construction tools ,arts & Others",1,0,10,0,only one year,1,24.1,1
P11617,5,"Sports, Toys & Leisure",1,0,0,16.9,only one year,1,24.29,1
P14703,5,"Sports, Toys & Leisure",1,0,15,0,only one year,1,24.34,1
P02224,5,"Sports, Toys & Leisure",1,0,12.5,0,only one year,1,24.35,1
P21307,5,"Construction tools ,arts & Others",1,0,0,17,only one year,1,24.39,1
P06912,5,"Sports, Toys & Leisure",1,0,0,11.62,only one year,1,24.41,1
P08591,2,Home & Furniture,1,0,15.99,0,only one year,1,24.71,1
P00218,4,Home & Furniture,1,0,7.12,0,only one year,1,24.72,1
P00321,5,Fashion & Accessories,1,0,0,12,only one year,1,24.79,1
P27467,3,Home & Furniture,1,0,0,15.9,only one year,1,24.82,1
P16409,5,Home & Furniture,1,0,0,16.9,only one year,1,24.84,1
P04646,5,"Construction tools ,arts & Others",1,0,13,0,only one year,1,24.85,1
P16566,4,Electronics & Technology,1,0,0,17,only one year,1,24.87,1
P08162,3,"Sports, Toys & Leisure",1,0,0,11.98,only one year,1,24.94,1
P23563,3,Home & Furniture,1,0,9.9,0,only one year,1,25,1
P25529,3,Home & Furniture,1,0,9.9,0,only one year,1,25,1
P08048,3,Beauty & Personal Care,1,0,16.9,0,only one year,1,25.01,1
P14192,4,Home & Furniture,1,0,9.99,0,only one year,1,25.09,1
P08993,5,"Construction tools ,arts & Others",1,0,14.2,0,only one year,1,25.16,1
P25320,1,NULL,1,0,12,0,only one year,1,25.21,1
P28456,5,Home & Furniture,1,0,0,10,only one year,1,25.23,1
P26237,5,"Construction tools ,arts & Others",1,0,10.22,0,only one year,1,25.32,1
P24103,5,Home & Furniture,1,0,0,17.99,only one year,1,25.38,1
P27465,3,Electronics & Technology,1,0,12.9,0,only one year,1,25.38,1
P16636,4,Home & Furniture,1,0,0,17.7,only one year,1,25.41,1
P00087,4,Electronics & Technology,1,0,10.9,0,only one year,1,25.42,1
P01426,2,NULL,1,0,10.5,0,only one year,1,25.67,1
P23640,5,Home & Furniture,1,0,12.99,0,only one year,1,25.68,1
P02578,1,Home & Furniture,1,0,9.6,0,only one year,1,25.71,1
P32114,5,"Sports, Toys & Leisure",1,0,0,16.9,only one year,1,25.72,1
P00095,5,Home & Furniture,1,0,13.9,0,only one year,1,25.75,1
P21988,4,Beauty & Personal Care,1,0,13.9,0,only one year,1,25.75,1
P13134,4,"Sports, Toys & Leisure",1,0,0,13,only one year,1,25.79,1
P16101,5,Electronics & Technology,1,0,0,14,only one year,1,25.85,1
P16285,5,"Sports, Toys & Leisure",1,0,0,7.68,only one year,1,25.91,1
P06104,4,Beauty & Personal Care,1,0,0,16.88,only one year,1,24.27,1
P16525,5,Electronics & Technology,1,0,0,16.9,only one year,1,24.29,1
P01354,4,Electronics & Technology,1,0,0,16.99,only one year,1,24.38,1
P05635,5,Electronics & Technology,1,0,0,16.99,only one year,1,24.38,1
P16882,5,"Sports, Toys & Leisure",1,0,0,16.99,only one year,1,24.38,1
P12500,4,"Sports, Toys & Leisure",1,0,8.49,0,only one year,1,24.6,1
P12185,2,"Sports, Toys & Leisure",1,0,9.56,0,only one year,1,24.66,1
P00624,5,Home & Furniture,1,0,0,16.9,only one year,1,24.68,1
P09636,5,Home & Furniture,1,0,16.9,0,only one year,1,24.68,1
P18621,5,Home & Furniture,1,0,16.9,0,only one year,1,24.68,1
P21061,5,Electronics & Technology,1,0,16.9,0,only one year,1,24.68,1
P01038,1,"Construction tools ,arts & Others",1,0,8.9,0,only one year,1,24.69,1
P32358,5,"Construction tools ,arts & Others",1,0,0,6.5,only one year,1,24.73,1
P23981,5,"Sports, Toys & Leisure",1,0,12.9,0,only one year,1,24.75,1
P13359,3,"Sports, Toys & Leisure",1,0,0,16.99,only one year,1,24.77,1
P15949,5,Beauty & Personal Care,1,0,19.9,0,only one year,1,24.8,1
P07114,5,Home & Furniture,1,0,9.73,0,only one year,1,24.83,1
P30834,5,Home & Furniture,1,0,0,16.9,only one year,1,24.84,1
P07787,5,"Sports, Toys & Leisure",1,0,0,12.06,only one year,1,24.85,1
P23571,5,"Sports, Toys & Leisure",1,0,8.09,0,only one year,1,24.88,1
P06972,3,"Construction tools ,arts & Others",1,0,14,0,only one year,1,24.96,1
P18423,1,Home & Furniture,1,0,0,9.89,only one year,1,24.99,1
P31831,5,Electronics & Technology,1,0,0,6.8,only one year,1,25.03,1
P20653,1,"Sports, Toys & Leisure",1,0,10,0,only one year,1,25.1,1
P21245,5,Electronics & Technology,1,0,10,0,only one year,1,25.1,1
P07320,5,Home & Furniture,1,0,0,7,only one year,1,25.23,1
P27512,5,Electronics & Technology,1,0,0,10,only one year,1,25.23,1
P19276,4,"Sports, Toys & Leisure",1,0,0,17.9,only one year,1,25.29,1
P16261,5,Beauty & Personal Care,1,0,0,15.99,only one year,1,25.3,1
P24706,4,Electronics & Technology,1,0,0,17.99,only one year,1,25.38,1
P19155,5,Home & Furniture,1,0,18,0,only one year,1,25.5,1
P06843,5,"Construction tools ,arts & Others",1,0,0,17.98,only one year,1,25.69,1
P02387,5,"Sports, Toys & Leisure",1,0,0,16.89,only one year,1,25.77,1
P30642,4,"Sports, Toys & Leisure",1,0,0,18.38,only one year,1,25.77,1
P29504,5,Electronics & Technology,1,0,18,0,only one year,1,25.78,1
P22830,5,Home & Furniture,1,0,0,17.5,only one year,1,25.79,1
P21819,4,"Sports, Toys & Leisure",1,0,0,12.35,only one year,1,25.82,1
P23190,5,Beauty & Personal Care,1,0,10.8,0,only one year,1,25.9,1
P09073,5,Electronics & Technology,1,0,0,16.8,only one year,1,26.07,1
P18333,4,Home & Furniture,1,0,0,18.76,only one year,1,26.15,1
P29995,5,Home & Furniture,1,0,0,9.12,only one year,1,26.18,1
P08622,3,Electronics & Technology,1,0,0,18.9,only one year,1,26.3,1
P24688,2,Home & Furniture,1,22.37,0,0,only one year,1,26.36,1
P16894,5,"Sports, Toys & Leisure",1,0,0,19.15,only one year,1,26.54,1
P01513,1,Home & Furniture,1,0,0,15.9,only one year,1,26.55,1
P05362,5,Electronics & Technology,1,0,0,13.8,only one year,1,26.59,1
P09666,3,"Sports, Toys & Leisure",1,0,0,8.99,only one year,1,26.62,1
P32608,5,Electronics & Technology,1,0,0,17.99,only one year,1,26.63,1
P27871,5,Home & Furniture,1,0,15.9,0,only one year,1,26.67,1
P27798,5,Home & Furniture,1,0,18.9,0,only one year,1,26.68,1
P09086,1,Electronics & Technology,1,0,9.9,0,only one year,1,26.69,1
P11365,5,"Construction tools ,arts & Others",1,0,9.9,0,only one year,1,26.69,1
P05728,1,"Sports, Toys & Leisure",1,0,0,19.99,only one year,1,27.38,1
P13545,5,Electronics & Technology,1,0,0,19.99,only one year,1,27.38,1
P20456,5,Electronics & Technology,1,0,0,19.99,only one year,1,27.39,1
P29190,5,Beauty & Personal Care,1,0,0,19.99,only one year,1,27.39,1
P00302,4,"Construction tools ,arts & Others",1,0,18.7,0,only one year,1,27.42,1
P16063,5,"Construction tools ,arts & Others",1,0,12.9,0,only one year,1,27.42,1
P11565,5,"Construction tools ,arts & Others",1,0,14.09,0,only one year,1,27.46,1
P06727,5,"Sports, Toys & Leisure",1,0,0,19.9,only one year,1,27.61,1
P04301,5,Home & Furniture,1,0,0,19.99,only one year,1,27.65,1
P12601,3,"Sports, Toys & Leisure",1,0,0,20.25,only one year,1,27.65,1
P14820,5,"Sports, Toys & Leisure",1,0,19.9,0,only one year,1,27.68,1
P30393,1,Electronics & Technology,1,0,19.9,0,only one year,1,27.68,1
P07031,2,"Sports, Toys & Leisure",1,0,0,10.9,only one year,1,27.69,1
P12549,5,"Sports, Toys & Leisure",1,0,0,14.9,only one year,1,27.69,1
P03837,1,Home & Furniture,1,0,0,12.5,only one year,1,27.73,1
P03196,5,Electronics & Technology,1,0,0,15.9,only one year,1,27.75,1
P32864,3,Electronics & Technology,1,0,11.97,0,only one year,1,27.76,1
P01007,5,"Sports, Toys & Leisure",1,0,20,0,only one year,1,27.78,1
P10748,5,Electronics & Technology,1,0,0,14.99,only one year,1,27.78,1
P18473,5,"Construction tools ,arts & Others",1,0,16.9,0,only one year,1,27.86,1
P12523,5,Home & Furniture,1,0,26,0,only one year,1,27.99,1
P20202,5,NULL,1,0,0,12.89,only one year,1,27.99,1
P29863,4,NULL,1,0,0,12.89,only one year,1,27.99,1
P15944,5,Fashion & Accessories,1,0,0,20.3,only one year,1,28.01,1
P26548,5,Electronics & Technology,1,0,19.9,0,only one year,1,28.01,1
P28616,5,Home & Furniture,1,0,0,19.9,only one year,1,28.01,1
P28797,5,Fashion & Accessories,1,0,0,20.3,only one year,1,28.01,1
P24142,5,"Sports, Toys & Leisure",1,0,13.5,0,only one year,1,28.02,1
P30239,5,"Construction tools ,arts & Others",1,0,0,16.2,only one year,1,28.05,1
P03708,5,Electronics & Technology,1,0,12.99,0,only one year,1,28.09,1
P09095,5,Beauty & Personal Care,1,0,12.99,0,only one year,1,28.09,1
P22984,4,Home & Furniture,1,0,0,19.9,only one year,1,28.19,1
P08138,1,"Sports, Toys & Leisure",1,0,0,9.99,only one year,1,28.22,1
P19844,5,"Sports, Toys & Leisure",1,0,0,9.99,only one year,1,28.22,1
P23992,5,Electronics & Technology,1,0,0,10,only one year,1,28.23,1
P27507,3,Home & Furniture,1,0,19.9,0,only one year,1,28.23,1
