product_id_values,avg_review,main_categories,total_quantity_sold,Revenue_2016,Revenue_2017,Revenue_2018,product_lifecycle,sellers_inolved,transaction_value,total_customers_bought
P00995,5,"Sports, Toys & Leisure",1,0,58,0,only one year,1,72.16,1
P00379,5,Fashion & Accessories,1,0,0,49.9,only one year,1,72.18,1
P22727,3,"Sports, Toys & Leisure",1,0,0,49.9,only one year,1,72.18,1
P19061,5,Home & Furniture,1,0,0,58.99,only one year,1,72.22,1
P23236,1,"Construction tools ,arts & Others",1,0,69,0,only one year,1,72.23,1
P12244,5,Fashion & Accessories,1,0,56.8,0,only one year,1,72.3,1
P01195,5,Electronics & Technology,1,0,0,53.9,only one year,1,72.36,1
P07898,4,Beauty & Personal Care,1,57.9,0,0,only one year,1,72.51,1
P08213,1,"Sports, Toys & Leisure",1,0,0,54.9,only one year,1,72.53,1
P32809,5,Electronics & Technology,1,0,59.9,0,only one year,1,72.57,1
P11628,5,Home & Furniture,1,0,45.99,0,only one year,1,72.6,1
P11231,4,Home & Furniture,1,0,59.9,0,only one year,1,72.66,1
P26558,4,Home & Furniture,1,0,59.9,0,only one year,1,72.66,1
P20864,5,Home & Furniture,1,0,0,58.9,only one year,1,72.67,1
P21238,5,Beauty & Personal Care,1,0,0,65,only one year,1,72.72,1
P31812,5,Fashion & Accessories,1,0,59.9,0,only one year,1,72.76,1
P09252,5,Home & Furniture,1,0,0,59.99,only one year,1,72.85,1
P21089,5,Beauty & Personal Care,1,0,55.9,0,only one year,1,72.86,1
P11574,1,Home & Furniture,1,0,59.9,0,only one year,1,72.9,1
P24184,3,NULL,1,0,0,58.8,only one year,1,72.96,1
P03887,5,Electronics & Technology,1,0,0,59,only one year,1,72.99,1
P32468,5,Fashion & Accessories,1,0,64.9,0,only one year,1,73.03,1
P24075,4,Home & Furniture,1,0,0,49.9,only one year,1,73.05,1
P10928,5,Home & Furniture,1,0,0,49.99,only one year,1,73.06,1
P11581,5,"Construction tools ,arts & Others",1,0,56.99,0,only one year,1,73.15,1
P23210,3,Electronics & Technology,1,0,0,50.89,only one year,1,73.18,1
P11673,4,Home & Furniture,1,0,0,55.9,only one year,1,73.2,1
P10643,5,Beauty & Personal Care,1,0,63.92,0,only one year,1,73.26,1
P17956,5,Home & Furniture,1,0,0,69.9,only one year,1,79.14,1
P09477,5,Beauty & Personal Care,1,0,0,59.9,only one year,1,79.23,1
P12874,1,Fashion & Accessories,1,0,69.9,0,only one year,1,79.24,1
P22495,1,Home & Furniture,1,0,0,59.9,only one year,1,79.29,1
P00041,1,"Sports, Toys & Leisure",1,0,69.99,0,only one year,1,79.31,1
P31026,4,"Sports, Toys & Leisure",1,0,58.99,0,only one year,1,79.39,1
P14036,5,Beauty & Personal Care,1,0,0,70,only one year,1,79.44,1
P30206,3,"Construction tools ,arts & Others",1,0,0,55.9,only one year,1,79.44,1
P26628,1,"Sports, Toys & Leisure",1,0,0,69.9,only one year,1,79.52,1
P24052,4,Fashion & Accessories,1,0,0,69.9,only one year,1,79.57,1
P15462,4,Fashion & Accessories,1,0,0,69.9,only one year,1,79.58,1
P15166,5,Home & Furniture,1,0,0,56.5,only one year,1,79.7,1
P11869,5,Home & Furniture,1,0,66.9,0,only one year,1,79.71,1
P13753,1,"Sports, Toys & Leisure",1,0,0,64.99,only one year,1,79.76,1
P14789,4,"Sports, Toys & Leisure",1,0,65.6,0,only one year,1,79.81,1
P01268,3,Beauty & Personal Care,1,0,67.99,0,only one year,1,79.86,1
P02330,3,"Sports, Toys & Leisure",1,0,0,58.9,only one year,1,79.95,1
P20468,5,Home & Furniture,1,0,79.99,0,only one year,1,80.07,1
P06168,3,Home & Furniture,1,0,0,27.6,only one year,1,80.08,1
P02074,5,"Sports, Toys & Leisure",1,0,65.9,0,only one year,1,80.11,1
P05285,3,Fashion & Accessories,1,0,65,0,only one year,1,80.2,1
P16778,3,Home & Furniture,1,0,65,0,only one year,1,80.2,1
P00750,5,Beauty & Personal Care,1,0,0,66,only one year,1,80.21,1
P05295,5,Beauty & Personal Care,1,0,0,64,only one year,1,80.21,1
P12598,2,Home & Furniture,1,0,68.45,0,only one year,1,80.43,1
P01955,5,"Sports, Toys & Leisure",1,0,0,64.9,only one year,1,80.45,1
P10487,5,"Sports, Toys & Leisure",1,0,0,65.9,only one year,1,80.52,1
P16067,5,"Construction tools ,arts & Others",1,0,65.9,0,only one year,1,80.53,1
P24228,4,Home & Furniture,1,0,45,0,only one year,1,80.67,1
P31192,5,Home & Furniture,1,0,0,65.99,only one year,1,80.76,1
P01425,4,"Sports, Toys & Leisure",1,0,59.9,0,only one year,1,80.81,1
P08493,5,"Sports, Toys & Leisure",1,0,65,0,only one year,1,80.89,1
P25426,1,Home & Furniture,1,0,0,65,only one year,1,80.89,1
P13939,5,Electronics & Technology,1,0,0,49.9,only one year,1,80.9,1
P00686,5,"Construction tools ,arts & Others",1,0,59.7,0,only one year,1,80.92,1
P22346,1,"Sports, Toys & Leisure",1,0,0,30,only one year,1,80.93,1
P29907,4,Home & Furniture,1,0,63.99,0,only one year,1,81.02,1
P03120,5,Electronics & Technology,1,0,0,59.9,only one year,1,81.12,1
P07430,5,Beauty & Personal Care,1,0,0,62.9,only one year,1,81.14,1
P06583,5,"Sports, Toys & Leisure",1,0,65,0,only one year,1,81.15,1
P18119,5,"Sports, Toys & Leisure",1,0,0,73.8,only one year,1,81.19,1
P00463,3,Beauty & Personal Care,1,0,59.99,0,only one year,1,81.21,1
P24468,4,Electronics & Technology,1,0,0,69.9,only one year,1,81.41,1
P23653,1,Home & Furniture,1,0,0,57.9,only one year,1,81.46,1
P14691,3,Electronics & Technology,1,0,0,70,only one year,1,81.51,1
P13268,5,Beauty & Personal Care,1,0,0,65.99,only one year,1,81.55,1
P16287,5,Home & Furniture,1,0,64.9,0,only one year,1,81.6,1
P10449,5,Home & Furniture,1,0,0,69.9,only one year,1,81.63,1
P02661,2,"Sports, Toys & Leisure",1,0,54,0,only one year,1,81.76,1
P06993,5,"Sports, Toys & Leisure",1,0,0,72.5,only one year,1,81.76,1
P13756,4,Home & Furniture,1,0,69.9,0,only one year,1,81.78,1
P30726,4,Home & Furniture,1,0,69.9,0,only one year,1,81.78,1
P21508,4,"Sports, Toys & Leisure",1,0,0,69,only one year,1,81.82,1
P14213,5,Fashion & Accessories,1,0,0,69.9,only one year,1,79.52,1
P10500,5,"Construction tools ,arts & Others",1,0,0,37,only one year,1,79.54,1
P17155,1,"Construction tools ,arts & Others",1,0,64.9,0,only one year,1,79.54,1
P03145,1,"Construction tools ,arts & Others",1,0,0,64.8,only one year,1,79.56,1
P05873,4,"Sports, Toys & Leisure",1,0,0,59.9,only one year,1,79.56,1
P19739,5,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,79.56,1
P22189,1,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,79.56,1
P26570,3,Home & Furniture,1,0,59.9,0,only one year,1,79.56,1
P19979,4,Home & Furniture,1,0,0,59.99,only one year,1,79.6,1
P30577,5,Beauty & Personal Care,1,0,53.97,0,only one year,1,79.63,1
P28684,2,Home & Furniture,1,0,64.99,0,only one year,1,79.64,1
P13531,3,Fashion & Accessories,1,0,0,64.5,only one year,1,79.7,1
P00355,5,Home & Furniture,1,0,0,44.24,only one year,1,79.72,1
P15516,3,"Construction tools ,arts & Others",1,0,74.9,0,only one year,1,79.76,1
P16545,4,Beauty & Personal Care,1,0,0,66.9,only one year,1,80.03,1
P17740,3,Fashion & Accessories,1,0,64.9,0,only one year,1,80.1,1
P22994,1,"Sports, Toys & Leisure",1,0,64.9,0,only one year,1,80.1,1
P23414,4,"Sports, Toys & Leisure",1,0,0,64.9,only one year,1,80.11,1
P22363,5,"Construction tools ,arts & Others",1,0,0,59.58,only one year,1,80.15,1
P26542,1,Home & Furniture,1,0,65,0,only one year,1,80.21,1
P28163,5,Electronics & Technology,1,0,0,61.9,only one year,1,80.21,1
P23533,5,"Sports, Toys & Leisure",1,0,0,63,only one year,1,80.26,1
P14507,5,"Sports, Toys & Leisure",1,0,0,57.95,only one year,1,80.29,1
P03152,5,"Construction tools ,arts & Others",1,0,0,38,only one year,1,80.38,1
P31525,5,Electronics & Technology,1,0,0,62.19,only one year,1,80.51,1
P01324,4,Electronics & Technology,1,0,0,63.99,only one year,1,80.63,1
P23933,1,"Sports, Toys & Leisure",1,0,0,61.28,only one year,1,80.68,1
P00047,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,80.74,1
P02777,5,Beauty & Personal Care,1,0,0,59.9,only one year,1,80.74,1
P24305,5,NULL,1,0,64.9,0,only one year,1,80.79,1
P07912,3,"Sports, Toys & Leisure",1,0,59.9,0,only one year,1,80.81,1
P02229,2,Electronics & Technology,1,0,0,69,only one year,1,80.86,1
P11459,5,Beauty & Personal Care,1,0,0,60,only one year,1,80.91,1
P05511,1,Home & Furniture,1,0,0,68,only one year,1,80.92,1
P08345,5,Home & Furniture,1,0,69.9,0,only one year,1,81,1
P28522,3,Beauty & Personal Care,1,0,69.9,0,only one year,1,81,1
P08200,5,Fashion & Accessories,1,0,64,0,only one year,1,81.02,1
P27353,5,Electronics & Technology,1,0,0,62.49,only one year,1,81.03,1
P29497,5,"Sports, Toys & Leisure",1,0,64.9,0,only one year,1,81.11,1
P16642,1,"Sports, Toys & Leisure",1,0,0,59.9,only one year,1,81.12,1
P29777,2,NULL,1,0,0,64.75,only one year,1,81.17,1
P00077,5,Electronics & Technology,1,0,66,0,only one year,1,81.21,1
P30686,5,Beauty & Personal Care,1,0,0,58.9,only one year,1,81.24,1
P26485,5,Home & Furniture,1,0,0,61.9,only one year,1,81.3,1
P28777,5,"Sports, Toys & Leisure",1,0,0,63,only one year,1,81.32,1
P17411,5,Home & Furniture,1,0,0,59,only one year,1,81.34,1
P13307,5,"Construction tools ,arts & Others",1,0,0,54.9,only one year,1,81.36,1
P19829,5,Home & Furniture,1,0,0,69.9,only one year,1,81.41,1
P05072,5,Beauty & Personal Care,1,0,0,65,only one year,1,81.42,1
P03413,5,"Construction tools ,arts & Others",1,0,0,62.9,only one year,1,81.44,1
P16796,5,"Sports, Toys & Leisure",1,0,0,57.9,only one year,1,81.46,1
P20319,5,Beauty & Personal Care,1,0,69.9,0,only one year,1,73.28,1
P17188,4,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,73.34,1
P18416,2,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,73.34,1
P27772,5,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,73.34,1
P31488,5,"Construction tools ,arts & Others",1,0,59.9,0,only one year,1,73.34,1
P00819,4,Beauty & Personal Care,1,0,48,0,only one year,1,73.38,1
P16362,5,Home & Furniture,1,0,0,54.9,only one year,1,73.38,1
P31625,5,Beauty & Personal Care,1,0,0,64,only one year,1,73.38,1
P03818,5,"Construction tools ,arts & Others",1,0,0,67.58,only one year,1,73.41,1
P23719,5,"Sports, Toys & Leisure",1,0,0,54.9,only one year,1,73.42,1
P17985,5,Home & Furniture,1,0,57.31,0,only one year,1,73.47,1
P18962,5,Home & Furniture,1,0,0,55,only one year,1,73.54,1
P23367,5,Home & Furniture,1,0,59.22,0,only one year,1,73.54,1
P15852,5,Electronics & Technology,1,0,0,59.8,only one year,1,73.56,1
P13505,5,"Construction tools ,arts & Others",1,0,0,58.9,only one year,1,73.62,1
P18966,5,Home & Furniture,1,0,0,59,only one year,1,73.72,1
P10201,5,"Sports, Toys & Leisure",1,0,0,64.9,only one year,1,73.78,1
P28258,2,Home & Furniture,1,0,0,60,only one year,1,73.78,1
P24235,3,Beauty & Personal Care,1,0,54.99,0,only one year,1,73.8,1
P27953,5,"Construction tools ,arts & Others",1,0,0,55.9,only one year,1,73.87,1
P09251,4,"Sports, Toys & Leisure",1,0,0,59.9,only one year,1,73.89,1
P18258,5,Home & Furniture,1,0,59.99,0,only one year,1,74,1
P19184,1,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,74.01,1
P01250,4,Home & Furniture,1,0,0,59.9,only one year,1,74.05,1
P01522,5,Home & Furniture,1,0,59.9,0,only one year,1,74.07,1
P14162,5,Fashion & Accessories,1,0,59.9,0,only one year,1,74.07,1
P28347,5,"Construction tools ,arts & Others",1,0,0,42,only one year,1,74.12,1
P27381,5,Beauty & Personal Care,1,0,0,40,only one year,1,74.15,1
P01011,5,Electronics & Technology,1,0,59,0,only one year,1,74.16,1
P13473,5,Electronics & Technology,1,0,0,59,only one year,1,74.16,1
P27931,3,"Sports, Toys & Leisure",1,0,0,59,only one year,1,74.16,1
P04831,4,Electronics & Technology,1,0,58,0,only one year,1,74.17,1
P12498,5,Home & Furniture,1,0,0,55.9,only one year,1,74.17,1
P17027,1,Home & Furniture,1,0,0,58,only one year,1,74.17,1
P00404,5,Beauty & Personal Care,1,0,0,51.9,only one year,1,74.19,1
P12235,2,"Sports, Toys & Leisure",1,0,0,65,only one year,1,74.21,1
P19357,4,NULL,1,0,64.99,0,only one year,1,74.33,1
P11874,3,"Sports, Toys & Leisure",1,0,65,0,only one year,1,74.34,1
P32635,1,Home & Furniture,1,0,0,55,only one year,1,74.36,1
P02595,3,Home & Furniture,1,0,0,49,only one year,1,74.38,1
P29464,1,Home & Furniture,1,0,49,0,only one year,1,74.38,1
P05636,5,"Construction tools ,arts & Others",1,0,0,55.9,only one year,1,74.39,1
P24097,1,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,74.4,1
P07319,4,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,74.41,1
P32499,2,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,74.41,1
P05228,5,Home & Furniture,1,0,0,59.9,only one year,1,74.48,1
P12154,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,74.48,1
P25132,5,"Sports, Toys & Leisure",1,0,0,55.99,only one year,1,74.48,1
P19736,5,Home & Furniture,1,0,0,59.99,only one year,1,74.5,1
P06412,5,Electronics & Technology,1,0,0,59,only one year,1,74.51,1
P03160,3,"Sports, Toys & Leisure",1,0,49,0,only one year,1,74.63,1
P04065,5,"Sports, Toys & Leisure",1,0,65,0,only one year,1,81.89,1
P18943,5,Beauty & Personal Care,1,0,0,69.9,only one year,1,81.89,1
P28421,5,Beauty & Personal Care,1,0,0,63,only one year,1,81.99,1
P11881,5,Home & Furniture,1,0,0,54.9,only one year,1,82.01,1
P00783,2,Home & Furniture,1,0,0,59.9,only one year,1,82.03,1
P23531,1,Home & Furniture,1,0,61,0,only one year,1,82.08,1
P15042,1,Home & Furniture,1,0,0,74.9,only one year,1,82.09,1
P13674,1,"Construction tools ,arts & Others",1,0,0,58.9,only one year,1,82.11,1
P07075,5,Home & Furniture,1,0,0,69.2,only one year,1,82.12,1
P04105,2,Fashion & Accessories,1,0,64.9,0,only one year,1,82.19,1
P14490,5,"Sports, Toys & Leisure",1,0,66.98,0,only one year,1,82.2,1
P12070,5,Home & Furniture,1,0,0,59,only one year,1,82.21,1
P22905,5,"Construction tools ,arts & Others",1,0,0,59,only one year,1,82.21,1
P01718,4,Home & Furniture,1,0,0,64,only one year,1,82.33,1
P25074,5,Home & Furniture,1,0,0,59.99,only one year,1,82.34,1
P16429,5,Home & Furniture,1,0,0,59,only one year,1,82.35,1
P10334,5,Beauty & Personal Care,1,0,0,69.9,only one year,1,82.39,1
P22533,4,"Sports, Toys & Leisure",1,0,0,59.1,only one year,1,82.44,1
P12554,5,"Sports, Toys & Leisure",1,0,0,71.3,only one year,1,82.45,1
P03219,5,"Construction tools ,arts & Others",1,0,0,74.8,only one year,1,82.58,1
P04134,4,"Construction tools ,arts & Others",1,0,64.9,0,only one year,1,82.6,1
P11004,5,Beauty & Personal Care,1,0,65.9,0,only one year,1,82.61,1
P30960,5,Beauty & Personal Care,1,0,0,69.99,only one year,1,82.61,1
P15211,3,Electronics & Technology,1,0,0,64.39,only one year,1,82.64,1
P13394,5,Home & Furniture,1,0,65,0,only one year,1,82.7,1
P23659,1,"Sports, Toys & Leisure",1,0,0,67.5,only one year,1,82.72,1
P00280,5,"Construction tools ,arts & Others",1,0,0,60.5,only one year,1,82.74,1
P01508,4,Home & Furniture,1,0,65.9,0,only one year,1,82.8,1
P25942,4,"Sports, Toys & Leisure",1,0,0,55.76,only one year,1,82.88,1
P01312,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P03163,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P29128,4,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P29684,3,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P31845,4,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P32448,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P13598,1,"Sports, Toys & Leisure",1,0,0,67.7,only one year,1,82.92,1
P05815,2,Beauty & Personal Care,1,0,0,69.9,only one year,1,83.05,1
P06184,3,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,83.05,1
P09826,5,Home & Furniture,1,0,0,69,only one year,1,83.06,1
P14890,4,"Sports, Toys & Leisure",1,0,61.25,0,only one year,1,83.07,1
P08342,5,"Sports, Toys & Leisure",1,0,74.99,0,only one year,1,83.12,1
P17616,1,Beauty & Personal Care,1,0,70.65,0,only one year,1,83.14,1
P28023,3,"Sports, Toys & Leisure",1,0,66,0,only one year,1,83.17,1
P07238,4,Home & Furniture,1,0,79.9,0,only one year,1,83.19,1
P19433,5,Beauty & Personal Care,1,0,0,69.99,only one year,1,83.22,1
P24659,5,Home & Furniture,1,0,0,69.99,only one year,1,83.22,1
P32926,5,"Sports, Toys & Leisure",1,0,0,73.9,only one year,1,83.24,1
P25777,4,"Sports, Toys & Leisure",1,0,0,59.9,only one year,1,83.25,1
P14005,5,Beauty & Personal Care,1,0,0,60.9,only one year,1,83.26,1
P02230,4,"Sports, Toys & Leisure",1,0,0,59.99,only one year,1,83.34,1
P07778,3,Home & Furniture,1,0,0,68.8,only one year,1,83.37,1
P08364,5,Home & Furniture,1,0,66.9,0,only one year,1,81.54,1
P16418,5,NULL,1,0,69.9,0,only one year,1,81.63,1
P07780,4,Home & Furniture,1,0,0,66.9,only one year,1,81.68,1
P10856,5,"Construction tools ,arts & Others",1,0,0,73,only one year,1,81.72,1
P13972,4,Electronics & Technology,1,0,69.9,0,only one year,1,81.89,1
P20618,5,Beauty & Personal Care,1,0,69.9,0,only one year,1,81.89,1
P02739,1,"Sports, Toys & Leisure",1,0,0,31,only one year,1,81.94,1
P21636,1,NULL,1,0,47.81,0,only one year,1,81.96,1
P06663,5,Beauty & Personal Care,1,0,0,59.9,only one year,1,82.03,1
P08432,5,"Sports, Toys & Leisure",1,0,65.9,0,only one year,1,82.12,1
P16625,5,"Construction tools ,arts & Others",1,0,0,44.9,only one year,1,82.12,1
P09249,5,Home & Furniture,1,0,0,70.99,only one year,1,82.14,1
P29813,5,"Sports, Toys & Leisure",1,0,0,63.9,only one year,1,82.23,1
P26430,4,Home & Furniture,1,0,0,74.5,only one year,1,82.28,1
P05134,1,Home & Furniture,1,0,0,69.9,only one year,1,82.31,1
P25050,5,NULL,1,0,0,62.9,only one year,1,82.31,1
P10837,5,Home & Furniture,1,0,0,69.5,only one year,1,82.33,1
P14098,5,Home & Furniture,1,0,0,64,only one year,1,82.33,1
P18408,5,Home & Furniture,1,0,0,62.7,only one year,1,82.33,1
P22637,4,Home & Furniture,1,0,0,78.25,only one year,1,82.46,1
P04420,5,Beauty & Personal Care,1,0,59.2,0,only one year,1,82.48,1
P24058,5,Fashion & Accessories,1,0,69.9,0,only one year,1,82.52,1
P22575,1,Beauty & Personal Care,1,0,67.9,0,only one year,1,82.55,1
P18672,5,"Sports, Toys & Leisure",1,0,66.9,0,only one year,1,82.58,1
P12256,5,Fashion & Accessories,1,0,0,69.9,only one year,1,82.64,1
P09558,5,Home & Furniture,1,0,0,74.9,only one year,1,82.68,1
P01574,5,Home & Furniture,1,0,0,30.24,only one year,1,82.72,1
P03201,5,Fashion & Accessories,1,0,69.9,0,only one year,1,82.73,1
P22077,5,"Construction tools ,arts & Others",1,0,0,69,only one year,1,82.82,1
P03570,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P04626,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P09690,4,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P12638,5,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P30097,4,Fashion & Accessories,1,0,64.9,0,only one year,1,82.9,1
P30413,3,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,82.9,1
P06176,5,"Sports, Toys & Leisure",1,0,0,69,only one year,1,82.94,1
P02098,4,Home & Furniture,1,0,69.9,0,only one year,1,82.98,1
P00133,5,"Sports, Toys & Leisure",1,0,65,0,only one year,1,83.02,1
P06193,5,"Sports, Toys & Leisure",1,0,0,59.9,only one year,1,83.04,1
P27217,5,"Construction tools ,arts & Others",1,0,0,39,only one year,1,83.04,1
P26732,3,Fashion & Accessories,1,0,0,69.9,only one year,1,83.05,1
P06264,5,Home & Furniture,1,0,0,64.9,only one year,1,83.15,1
P29536,5,"Construction tools ,arts & Others",1,0,0,49,only one year,1,83.15,1
P06574,3,Home & Furniture,1,0,67.99,0,only one year,1,83.22,1
P18722,5,Electronics & Technology,1,0,0,64.9,only one year,1,83.23,1
P24345,5,"Construction tools ,arts & Others",1,0,69,0,only one year,1,83.23,1
P22541,5,Home & Furniture,1,0,0,69.9,only one year,1,83.27,1
P14939,5,Electronics & Technology,1,0,0,75.9,only one year,1,83.3,1
P22600,2,Beauty & Personal Care,1,0,0,65,only one year,1,83.31,1
P05568,5,"Sports, Toys & Leisure",1,0,0,63.9,only one year,1,83.32,1
P10867,5,Beauty & Personal Care,1,0,0,65,only one year,1,83.33,1
P01116,5,Home & Furniture,1,0,68,0,only one year,1,83.34,1
P02297,5,Home & Furniture,1,0,68,0,only one year,1,83.34,1
P22171,3,"Construction tools ,arts & Others",1,0,0,45.9,only one year,1,83.39,1
P01104,5,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,83.41,1
P02388,5,"Construction tools ,arts & Others",1,0,69.9,0,only one year,1,83.41,1
P09986,5,"Construction tools ,arts & Others",1,0,69.9,0,only one year,1,83.41,1
P15818,5,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,83.41,1
P17118,5,"Construction tools ,arts & Others",1,0,69.9,0,only one year,1,83.41,1
P30800,5,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,83.41,1
P07918,5,Home & Furniture,1,0,0,64,only one year,1,83.42,1
P21576,5,Electronics & Technology,1,0,0,64.89,only one year,1,83.44,1
P14869,4,"Construction tools ,arts & Others",1,0,0,74.89,only one year,1,83.57,1
P14602,5,Home & Furniture,1,0,64.9,0,only one year,1,83.59,1
P15301,5,Home & Furniture,1,0,0,69.9,only one year,1,83.69,1
P26405,5,Home & Furniture,1,0,0,69.9,only one year,1,83.69,1
P29316,5,Electronics & Technology,1,0,57,0,only one year,1,83.72,1
P18178,1,NULL,1,0,0,74.99,only one year,1,83.87,1
P18721,5,Home & Furniture,1,0,0,69,only one year,1,83.87,1
P01279,3,Home & Furniture,1,0,70.8,0,only one year,1,83.88,1
P09409,5,Home & Furniture,1,0,0,75,only one year,1,83.88,1
P30766,5,"Sports, Toys & Leisure",1,0,0,57.02,only one year,1,83.96,1
P29420,4,NULL,1,0,69,0,only one year,1,84,1
P02946,5,"Sports, Toys & Leisure",1,0,59.9,0,only one year,1,84.02,1
P02812,5,"Construction tools ,arts & Others",1,0,0,65.49,only one year,1,84.05,1
P27510,5,Fashion & Accessories,1,0,69.9,0,only one year,1,84.07,1
P06850,5,"Sports, Toys & Leisure",1,0,73,0,only one year,1,84.12,1
P15690,5,Fashion & Accessories,1,0,0,69.9,only one year,1,84.14,1
P26171,2,Electronics & Technology,1,0,0,69.9,only one year,1,84.14,1
P15182,4,Beauty & Personal Care,1,0,0,71.3,only one year,1,84.24,1
P24990,4,Fashion & Accessories,1,0,70,0,only one year,1,84.24,1
P31016,4,"Sports, Toys & Leisure",1,0,70,0,only one year,1,84.24,1
P03684,4,Beauty & Personal Care,1,0,0,57.6,only one year,1,84.3,1
P11577,4,"Construction tools ,arts & Others",1,0,0,61.1,only one year,1,84.33,1
P14128,5,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,84.35,1
P17537,2,Home & Furniture,1,0,0,69.88,only one year,1,84.46,1
P21941,2,Fashion & Accessories,1,0,69.3,0,only one year,1,84.47,1
P08502,5,Beauty & Personal Care,1,0,0,68.9,only one year,1,84.48,1
P18517,5,Home & Furniture,1,0,0,69.9,only one year,1,84.48,1
P21761,4,"Construction tools ,arts & Others",1,0,0,69.9,only one year,1,84.48,1
P29680,4,Fashion & Accessories,1,0,69.9,0,only one year,1,84.49,1
P00184,5,Fashion & Accessories,1,0,69.9,0,only one year,1,84.56,1
P05299,1,"Construction tools ,arts & Others",1,0,0,69,only one year,1,84.58,1
P07580,5,"Sports, Toys & Leisure",1,0,73.5,0,only one year,1,84.62,1
P18977,5,Home & Furniture,1,0,65.9,0,only one year,1,84.64,1
P13678,1,Beauty & Personal Care,1,0,0,69.9,only one year,1,84.78,1
P19091,2,Home & Furniture,1,0,72.9,0,only one year,1,84.8,1
P27192,5,Electronics & Technology,1,0,69.89,0,only one year,1,85.13,1
P01139,5,"Sports, Toys & Leisure",1,0,0,69.9,only one year,1,85.14,1
P12919,1,Fashion & Accessories,1,0,69.9,0,only one year,1,85.14,1
P18322,5,"Sports, Toys & Leisure",1,0,0,69.9,only one year,1,85.15,1
P02902,3,"Construction tools ,arts & Others",1,0,0,59.9,only one year,1,85.16,1
P32092,5,Electronics & Technology,1,0,69.99,0,only one year,1,85.23,1
P28164,5,Beauty & Personal Care,1,0,0,65,only one year,1,83.38,1
P29475,1,Beauty & Personal Care,1,0,0,69.9,only one year,1,83.38,1
P14211,5,"Construction tools ,arts & Others",1,0,69.9,0,only one year,1,83.41,1
P24557,1,Electronics & Technology,1,0,0,69.9,only one year,1,83.51,1
P29885,4,Electronics & Technology,1,0,68.9,0,only one year,1,83.55,1
P21357,5,"Construction tools ,arts & Others",1,0,0,65,only one year,1,83.56,1
P27180,5,Electronics & Technology,1,0,0,65,only one year,1,83.56,1
P30714,5,Home & Furniture,1,0,0,71.71,only one year,1,83.57,1
P21173,4,Electronics & Technology,1,0,67.9,0,only one year,1,83.59,1
P05595,5,Electronics & Technology,1,0,65.9,0,only one year,1,83.64,1
P29044,3,"Sports, Toys & Leisure",1,0,75,0,only one year,1,83.72,1
P20182,5,Home & Furniture,1,0,72,0,only one year,1,84,1
P31025,5,Beauty & Personal Care,1,0,0,67,only one year,1,84,1
P19301,1,"Sports, Toys & Leisure",1,59.99,0,0,only one year,1,84.07,1
P03117,5,"Sports, Toys & Leisure",1,0,68.9,0,only one year,1,84.13,1
P10942,5,Electronics & Technology,1,0,68.9,0,only one year,1,84.13,1
P02779,5,Electronics & Technology,1,0,0,64.5,only one year,1,84.14,1
P07576,4,Home & Furniture,1,0,69.9,0,only one year,1,84.14,1
P10767,5,Fashion & Accessories,1,0,0,69.9,only one year,1,84.14,1
P12739,3,Fashion & Accessories,1,0,69.9,0,only one year,1,84.14,1
P18453,5,Fashion & Accessories,1,0,69.9,0,only one year,1,84.14,1
P29206,5,Fashion & Accessories,1,0,69.9,0,only one year,1,84.14,1
P16252,1,Home & Furniture,1,0,57.31,0,only one year,1,84.25,1
P00991,5,Fashion & Accessories,1,0,69.9,0,only one year,1,84.28,1
P09009,5,Home & Furniture,1,0,0,76.9,only one year,1,84.3,1
